cycle Data5 Data15 Data25 Data35 Data45
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26     0
27     0
28     0
29     8
30    17
31    25
32    32
33    41
34    53
35    81
36   109
37   131
38   153
39   179
40   213
41   243
42   271
43   297
44   320
45   354
46   388
47   417
48   446
49   487
50   536
51   584
52   617
53   656
54   682
55   732
56   773
57   808
58   842
59   883
60   904
61   945
62   985
63   985
64   985
65   985
66   984
67   982
68   975
69   969
70   962
71   950
72   935
73   919
74   901
75   884
240     0     0     5   242   193
241     0     0     5   207   193
242     0     0     5   171   193
243     0     0     5   142   194
244     0     0     5   112   188
245     0     0     5    77   183
246     0     0     5    52   172
247     0     0     5    26   164
248     0     0     5     9   150
249     0     0     5     5   136
250     0     0     5     5   120
251     0     0     5     5   106
252     0     0     5     5    83
253     0     0     5     5    60
254     0     0     5     5    39
255     0     0     5     5    24
256     0     0     5     5    11
257     0     0     5     5     5
258     0     0     5     5     5
259     0     0     5     5     5
260     0     0     5     5     5
261     0     0     5     5     5
262     0     0     5     5     5
263     0     0     5     5     5
264     0     0     5     5     5
265     0     0     5     5     5
266     0     0     5     5     5
267     0     0     5     5     5
268     0     0     5     5     5
269     0     0     5     5     5
270     0     0     5     5     5
271     0     0     5     5     5
272     0     0     5     5     5
273     0     0     5     5     5
274     0     0     5     5     5
275     0     0     5     5     5
276     0     0     5     5     5
277     0     0     5     5     5
278     0     0     5     5     5
279     0     0     5     5     5
280     0     0     5     5     5
281     0     0     5     5     5
282     0     0     5     5     5
283     0     0     5     5     5
284     0     0     5     5     5
285     0     0     5     5     5
286     0     0     5     5     5
287     0     0     5     5     5
288     0     0     5     5     5
289     0     0     5     5     5
290     0     0     5     5     5
291     0     0     5     5     5
292     0     0     5     5     5
293     0     0     5     5     5
294     0     0     5     5     5
295     0     0     5     5     5
296     0     0     5     5     5
297     0     0     5     5     5
298     0     0     5     5     5
299     0     0     5     5     5
300     0     0     5     5     5
301     0     0     5     5     5
302     0     0     5     5     5
303     0     0     5     5     5
304     0     0     5     5     5
305     0     0     5     5     5
306     0     0     5     5     5
307     0     0     5     5     5
308     0     0     5     5     5
309     0     0     5     5     5
310     0     0     5     5     5
311     0     0     5     5     5
312     0     0     5     5     5
313     0     0     5     5     5
314     0     0     5     5     5
315     0     0     5     5     5
316     0     0     5     5     5
317     0     0     5     5     5
318     0     0     5     5     5
319     0     0     5     5     5
320     0     0     5     5     5
321     0     0     5     5     5
322     0     0     5     5     5
323     0     0     3     5     5
324     0     0     3     5     5
325     0     0     2     5     5
326     0     0     2     5     5
327     0     0     1     5     5
328     0     0     0     5     5
329     0     0     0     5     5
330     0     0     0     5     5
331     0     0     0     5     5
332     0     0     0     5     5
333     0     0     0     5     5
334     0     0     0     5     5
335     0     0     0     5     5
336     0     0     0     4     5
337     0     0     0     4     5
338     0     0     0     4     5
339     0     0     0     3     5
340     0     0     0     3     5
341     0     0     0     1     5
342     0     0     0     1     5
343     0     0     0     1     5
344     0     0     0     1     5
345     0     0     0     1     5
346     0     0     0     1     5
347     0     0     0     1     5
348     0     0     0     0     5
349     0     0     0     0     5
350     0     0     0     0     4
351     0     0     0     0     3
352     0     0     0     0     3
353     0     0     0     0     3
354     0     0     0     0     2
355     0     0     0     0     2
356     0     0     0     0     2
357     0     0     0     0     2
358     0     0     0     0     2
359     0     0     0     0     2
360     0     0     0     0     0
361     0     0     0     0     0
362     0     0     0     0     0
363     0     0     0     0     0
364     0     0     0     0     0
365     0     0     0     0     0
366     0     0     0     0     0
367     0     0     0     0     0
368     0     0     0     0     0
369     0     0     0     0     0
370     0     0     0     0     0
371     0     0     0     0     0
372     0     0     0     0     0
373     0     0     0     0     0
374     0     0     0     0     0
375     0     0     0     0     0
376     0     0     0     0     0
377     0     0     0     0     0
378     0     0     0     0     0
379     0     0     0     0     0
380     0     0     0     0     0
381     0     0     0     0     0
382     0     0     0     0     0
383     0     0     0     0     0
384     0     0     0     0     0
385     0     0     0     0     0
386     0     0     0     0     0
387     0     0     0     0     0
388     0     0     0     0     0
389     0     0     0     0     0
390     0     0     0     0     0
391     0     0     0     0     0
392     0     0     0     0     0
393     0     0     0     0     0
394     0     0     0     0     0
395     0     0     0     0     0
396     0     0     0     0     0
397     0     0     0     0     0
398     0     0     0     0     0
399     0     0     0     0     0
400     0     0     0     0     0
401     0     0     0     0     0
402     0     0     0     0     0
403     0     0     0     0     0
404     0     0     0     0     0
405     0     0     0     0     0
406     0     0     0     0     0
407     0     0     0     0     0
408     0     0     0     0     0
409     0     0     0     0     0
410     0     0     0     0     0
411     0     0     0     0     0
412     0     0     0     0     0
413     0     0     0     0     0
414     0     0     0     0     0
415     0     0     0     0     0
416     0     0     0     0     0
417     0     0     0     0     0
418     0     0     0     0     0
419     0     0     0     0     0
420     0     0     0     0     0
421     0     0     0     0     0
422     0     0     0     0     0
423     0     0     0     0     0
424     0     0     0     0     0
425     0     0     0     0     0
426     0     0     0     0     0
427     0     0     0     0     0
428     0     0     0     0     0
429     0     0     0     0     0
430     0     0     0     0     0
431     0     0     0     0     0
432     0     0     0     0     0
433     0     0     0     0     0
434     0     0     0     0     0
435     0     0     0     0     0
436     0     0     0     0     0
437     0     0     0     0     0
438     0     0     0     0     0
439     0     0     0     0     0
440     0     0     0     0     0
441     0     0     0     0     0
442     0     0     0     0     0
443     0     0     0     0     0
444     0     0     0     0     0
445     0     0     0     0     0
446     0     0     0     0     0
447     0     0     0     0     0
448     0     0     0     0     0
449     0     0     0     0     0
450     0     0     0     0     0
451     0     0     0     0     0
452     0     0     0     0     0
453     0     0     0     0     0
454     0     0     0     0     0
455     0     0     0     0     0
456     0     0     0     0     0
457     0     0     0     0     0
458     0     0     0     0     0
459     0     0     0     0     0
460     0     0     0     0     0
461     0     0     0     0     0
462     0     0     0     0     0
463     0     0     0     0     0
464     0     0     0     0     0
465     0     0     0     0     0
466     0     0     0     0     0
467     0     0     0     0     0
468     0     0     0     0     0
469     0     0     0     0     0
470     0     0     0     0     0
471     0     0     0     0     0
472     0     0     0     0     0
473     0     0     0     0     0
474     0     0     0     0     0
475     0     0     0     0     0
476     0     0     0     0     0
477     0     0     0     0     0
478     0     0     0     0     0
479     0     0     0     0     0
480     0     0     0     0     0
481     0     0     0     0     0
482     0     0     0     0     0
483     0     0     0     0     0
484     0     0     0     0     0
485     0     0     0     0     0
486     0     0     0     0     0
487     0     0     0     0     0
488     0     0     0     0     0
489     0     0     0     0     0
490     0     0     0     0     0
491     0     0     0     0     0
492     0     0     0     0     0
493     0     0     0     0     0
494     0     0     0     0     0
495     0     0     0     0     0
496     0     0     0     0     0
497     0     0     0     0     0
498     0     0     0     0     0
499     0     0     0     0     0

